chr9	123077226	123077239	11.3668082789	12.5116761983	0.00010587089583417247
chr9	107438804	107438836	27.1814102564	26.1630800747	0.00021687082370650104
chr4	12901254	12901308	36.1971153846	26.6741958042	0.0002610881125171326
chr1	109330116	109330132	11.4414164717	11.8511817889	0.00046762448027848255
chr10	108187082	108187111	20.2076195863	21.3521846574	0.0004716337389119975
chr13	38282832	38282880	29.4092391304	23.8376708259	0.0004898636170569547
chr7	53755809	53755833	21.3227488606	21.5744721717	0.0005058298084565538
chr21	28421347	28421367	13.550168691	12.489356035	0.0005664794026087374
chr15	96408222	96408236	19.1844729896	17.0010399301	0.0007012845324488239
chr4	105551456	105551470	15.8683982684	17.8679525433	0.0007095099736353395
chr7	77993339	77993361	18.2505050505	15.6323961035	0.0007810645885814692
chr1	26261214	26261224	9.19054963416	9.77878787879	0.0007840959342609677
chr5	3039983	3040017	30.8540178571	27.7351781899	0.0008475186805451135
chr16	19927056	19927073	11.2753045157	11.8088068182	0.0008486729927999502
chr6	51025578	51025590	10.1541273291	10.380046368	0.0008814951060810738
chr21	19817524	19817539	13.0866758242	12.5512237762	0.0008995336572125539
chr6	64721520	64721534	10.2934659091	10.8543269231	0.0009192628057360654
chr1	41429116	41429126	9.22803437164	9.5425245098	0.0009325130877092986
chr12	53622478	53622494	13.5504638219	13.0751602564	0.0009761320046244949
chr12	53622497	53622513	13.5504638219	13.0751602564	0.0009761320046244949
chr7	3049583	3049594	10.7022727273	10.2785714286	0.001100190199345215
chr16	19927096	19927113	11.5827651515	12.1130925855	0.0011246913060615716
chr11	5111506	5111519	30.8841720779	26.6155677656	0.0011616263670290571
chr11	5111524	5111562	30.8841720779	26.6155677656	0.0011616263670290571
chr7	48629869	48629889	18.0	21.3311188811	0.0012287047719457952
chr7	48629892	48629954	18.0	21.3311188811	0.0012287047719457952
chr16	76090183	76090195	12.4963383838	14.3264423077	0.0012959670083879855
chr21	21239749	21239768	16.4482323232	15.2402591707	0.001356551939727587
chr9	84426010	84426026	10.9660633484	10.754029304	0.001495417115413368
chr8	95022412	95022445	29.6150846702	26.27379957	0.0015020019849510734
chr11	46141739	46141750	15.7284414421	11.8408424908	0.0015352992168201495
chr6	51025552	51025563	10.1443803053	10.3209014219	0.0015533764602142111
chr2	145172511	145172550	28.6245265152	33.9749660062	0.0015900354948574177
chr2	95388820	95388861	37.2274086645	35.5989709269	0.0016032072523640367
chr18	3735952	3735967	12.8312419198	12.5862229437	0.0016148412032023635
chr8	126076440	126076454	12.7792410714	12.3243805214	0.0017558470250364452
chr8	124240885	124240901	13.869047619	13.2312427156	0.0018129509629273939
chr4	124950467	124950493	21.1979901492	20.321399653	0.0018728049647237525
chr8	126076397	126076414	12.98125	12.7252344877	0.0019097247250613703
chr15	39966048	39966065	15.1055259815	15.2546574646	0.0019202513908541468
chr11	74533074	74533088	11.4312782805	11.7009523371	0.0019832717715690617
chr1	80701848	80701863	16.7776643991	14.7575402968	0.002006720826980032
chr19	24285219	24285242	16.7349759615	17.7759983889	0.002074766771105357
chr19	17208192	17208219	19.3617969041	17.4102018338	0.0021297539543165714
chr12	23951567	23951583	14.3428844547	14.1684294872	0.0022808464189968186
chr12	18613558	18613582	22.6607876484	22.3676806527	0.0022965377611076907
chr16	7412178	7412197	23.9390613175	19.6414287102	0.0023523618743229516
chr7	108728724	108728739	11.1587344029	10.7627752976	0.0025772080485307247
chr4	100859709	100859726	14.9886363636	14.8954677906	0.002664429909850437
chr4	100859727	100859747	14.9886363636	14.8954677906	0.002664429909850437
chr3	38981549	38981567	15.0794689685	13.6547385373	0.0027419683738407153
chr7	84909043	84909068	19.3781440781	20.4378066378	0.0027781178855387488
chr4	124419356	124419374	19.1568847819	20.1418199856	0.002817303129045183
chr10	82847282	82847325	33.2661565773	26.3483325885	0.0028413453986745898
chr4	91733109	91733158	33.0342825577	27.2022569444	0.0029064058391594337
chr3	112429878	112429894	13.975	13.5866284451	0.002988055573805748
chr16	62009162	62009174	11.3172733516	13.4277097902	0.003029018309840049
chr3	7432672	7432688	13.8186575035	14.5658459596	0.0032686955354413513
chr4	89934419	89934451	24.9181272839	22.0568922499	0.003373769046967898
chr14	55297159	55297172	13.9282738095	12.4742063492	0.003395578097710653
chr5	141719791	141719801	9.55353292541	9.73337148962	0.00341285316314457
chr2	130141288	130141314	22.937012987	21.7199630742	0.00344131722309395
chr15	77858423	77858433	9.06369047619	9.35226530006	0.003442341663799181
chr4	124419321	124419344	19.4712162837	20.2500667735	0.003451353456032378
chr11	122760766	122760776	10.474025974	9.89225045788	0.003472186544689636
chr3	28876381	28876423	37.1201155462	35.7119565217	0.0034988909939107256
chr3	28876425	28876458	37.1201155462	35.7119565217	0.0034988909939107256
chr14	28515198	28515209	12.4904364018	14.1622274784	0.0035109582377561193
chr2	105594903	105594921	17.065625	15.770900974	0.0035112453648305235
chr10	113658897	113658917	18.8750322164	18.5217962185	0.0035668981856835777
chr6	141807560	141807576	16.9492207139	18.2658838379	0.0035774053956678293
chr5	109650878	109650894	21.3231025408	19.075688241	0.0036274546892860124
chr4	124950520	124950540	20.1609259387	19.2523453675	0.0036380620955828767
chr9	84161928	84161938	27.6547619048	24.2187118437	0.0036797652868540208
chr3	112429838	112429851	13.9318181818	13.1700393357	0.0037271837859983374
chr2	23168422	23168437	21.3085248085	18.2627964141	0.003878524388553605
chr20	12935861	12935876	13.7935741342	13.628054972	0.003943970431277331
chr2	104577109	104577121	19.2409629844	18.1983849484	0.003951081330880709
chr4	45748565	45748592	23.9062107011	24.5521827357	0.0039587741685318065
chr5	100925309	100925332	18.9519230769	18.3955627706	0.004000678552902147
chr10	108805498	108805520	19.5429487179	18.6524509804	0.004012866486609074
chr10	3441819	3441835	13.2007478632	13.4003871129	0.004025926917633062
chr19	52692110	52692127	16.7391025641	16.4934699821	0.004063655554276868
chr19	52692136	52692155	16.7391025641	16.4934699821	0.004063655554276868
chr2	224711231	224711250	10.3451923077	11.1757817116	0.004096607798743028
chr2	224711256	224711267	10.3451923077	11.1757817116	0.004096607798743028
chr3	190591274	190591289	12.9301470588	13.0	0.004115713557604919
chr14	46977325	46977338	14.3343461637	15.0893544998	0.004128023550640282
chr6	121279430	121279446	16.3184294872	15.6590914158	0.004134790200695481
chr19	24285192	24285208	16.4046474359	17.3115405109	0.0041857745343397345
chr9	86310065	86310078	12.0551136364	12.1499638442	0.004218423486507071
chr13	106271685	106271703	17.6835603632	19.8904263579	0.004286603682254808
chr3	63572331	63572359	26.2364267677	26.0192307692	0.004288169338898568
chr3	63572363	63572393	26.2364267677	26.0192307692	0.004288169338898568
chr21	48059602	48059639	26.796969697	31.1181957384	0.004347154522333935
chr18	63938793	63938810	14.5263813406	13.9511199425	0.004402097656596346
chr22	46933008	46933022	11.3392439432	11.5472222222	0.004426805399876434
chr8	2505763	2505779	16.6514131702	18.8363464515	0.004435517474257909
chr4	77242737	77242770	27.3200200535	24.5577235265	0.004466187488107704
chr1	192109158	192109181	16.7586489141	15.7077055644	0.004555432316315015
chr15	36807657	36807671	10.4894480519	10.7502389971	0.004622341036369022
chr3	82234052	82234066	16.9273226773	14.8466036415	0.004728315775579067
chr4	11833802	11833836	29.5625	25.8671875	0.004764957756070348
chrX	53098930	53098942	10.0	9.89985506222	0.0048074360781119475
chr13	59759384	59759412	22.9936011905	22.2349412492	0.0048644660971979324
chr17	42130209	42130223	10.9782531194	10.6182810245	0.004919227363071865
chr5	126408947	126408963	13.1892045455	13.7490134865	0.005084466812896408
chr9	84161884	84161915	27.6875	24.7372076023	0.0050985660395191194
chr14	90339127	90339157	24.1741071429	22.7885031635	0.0051302529101244065
chr19	9098266	9098280	16.9124084249	22.4702684313	0.005143551522824273
chr19	33678805	33678826	15.6105894106	14.4075674326	0.005185834047643112
chr19	33678829	33678842	15.6105894106	14.4075674326	0.005185834047643112
chr6	110326854	110326891	16.386656746	20.3218885281	0.005234549631184085
chr4	1035161	1035177	16.9400946276	15.8327251484	0.005266275046366287
chr8	28514401	28514428	18.4019522145	16.3906718122	0.0053292701137308916
chr8	28514433	28514446	18.4019522145	16.3906718122	0.0053292701137308916
chr5	71411927	71411956	27.0	23.6549188312	0.005396337838040509
chr5	65083047	65083062	14.2651727358	14.9868462726	0.005415991313879474
chr5	65083064	65083078	14.2651727358	14.9868462726	0.005415991313879474
chr14	87064264	87064278	14.588530804	14.0019682577	0.005424323149006259
