chr13	28499381	28499730	106.324637681	118.336610343	0.5344602668564862	112.330624012
chr13	72440413	72440486	69.6171875	70.0	0.17590371839166813	69.80859375
chr19	52223304	52223369	62.3484848485	60.9418803419	0.3433201944342923	61.6451825952
chr19	52223376	52223397	62.3484848485	60.9418803419	0.3433201944342923	61.6451825952
chr6	45390419	45390484	61.6452702703	61.4355769231	0.6686917249868537	61.5404235967
chr6	45390487	45390531	61.6452702703	61.4355769231	0.6686917249868537	61.5404235967
chr14	89647239	89647274	61.7228778468	61.2137650492	0.8420474411252896	61.468321448
chr3	38534209	38534221	59.9746181491	59.8948190926	0.9829635608424554	59.934718620850006
chr3	38534223	38534300	59.9746181491	59.8948190926	0.9829635608424554	59.934718620850006
chr14	106153845	106153906	59.0	58.8039215686	0.3577992037588207	58.9019607843
chr14	106153919	106153940	59.0	58.8039215686	0.3662845390185734	58.9019607843
chr16	29117835	29117846	58.3988498789	56.6180364412	0.5089769815023762	57.50844316005
chr16	29117851	29117919	58.3988498789	56.6180364412	0.5089769815023762	57.50844316005
chr7	44575198	44575260	56.85	56.7067064083	0.39359257175047146	56.77835320415
chr7	44575130	44575179	55.2631578947	55.1428571429	0.866441593646428	55.2030075188
chr19	43807790	43807801	54.0	53.1509433962	0.35416950755498433	53.5754716981
chr19	43807803	43807859	54.0	53.1509433962	0.35416950755498433	53.5754716981
chr7	57714771	57714830	55.4935897436	50.6380070547	0.017195162153590928	53.06579839915
chr1	8118025	8118083	52.9752525253	52.0488888889	0.22208915060509066	52.5120707071
chr1	8118088	8118130	52.9752525253	52.0488888889	0.22208915060509066	52.5120707071
chr9	132900714	132900783	51.9333333333	51.9074074074	0.9593663272644547	51.92037037035
chr9	132900785	132900839	51.9333333333	51.9074074074	0.9593663272644547	51.92037037035
chr16	11857567	11857625	50.917989418	52.2369791667	0.5973095273147853	51.57748429235
chr6	157099303	157099375	51.3218390805	50.7651515152	0.5726153475194726	51.04349529785
chrX	62886176	62886230	49.9301075269	51.1063829787	0.31926860072615343	50.5182452528
chrX	110226779	110226791	49.3404761905	51.0	0.028637549880169186	50.17023809525
chr2	100288641	100288694	51.0	48.8571428571	0.15510795259784546	49.92857142855
chr2	100288704	100288720	51.0	48.8571428571	0.15510795259784546	49.92857142855
chr7	57882149	57882209	49.5454545455	50.2342980296	0.7724239896274046	49.889876287549995
chr20	19677577	19677636	49.1160213938	49.8301837052	0.6409115836530325	49.4731025495
chr1	212997868	212997922	49.0	48.9583333333	0.34113887860544434	48.97916666665
chrX	112022605	112022657	49.0	48.9079365079	0.4005603818981113	48.953968253949995
chr2	45172546	45172597	49.0	48.746031746	0.22925312613604332	48.873015873
chrX	112022567	112022590	48.6463414634	48.9049180328	0.4087444691305816	48.7756297481
chr15	66606190	66606241	47.8881578947	48.8052995392	0.22041147389657978	48.34672871695
chr11	128563837	128563888	48.1275642804	48.439557918	0.41364996570229784	48.2835610992
chr11	128563810	128563828	47.8607179192	48.3174876055	0.2821081543555854	48.089102762349995
chr8	26483971	26483990	47.9343220339	47.9133691035	0.8248194650825025	47.9238455687
chr8	26483999	26484049	47.9343220339	47.9133691035	0.8248194650825025	47.9238455687
chr9	35713682	35713735	47.5322580645	48.0	0.22550022112177154	47.76612903225
chr11	62142901	62142953	48.4434171598	46.8464646465	0.26230803632710564	47.64494090315
chr4	3076666	3076695	47.6636015326	46.4083971584	0.6576299103304173	47.0359993455
chr4	3076604	3076667	47.6636015326	46.4083971584	0.6576299103304173	47.0359993455
chr19	54216772	54216831	45.8158730159	48.1924528302	0.3616213196634791	47.00416292305
chr10	118510562	118510603	46.8861161986	46.9505050505	0.15012255123573873	46.91831062455
chr4	132896782	132896848	45.6710526316	47.4857142857	0.6346961949981262	46.578383458649995
chr19	40369092	40369149	45.964453602	47.1479211572	0.3166931974865231	46.556187379600004
chr1	214257901	214257965	45.51875	47.5769230769	0.13228085411693008	46.54783653845
chr1	212617837	212617859	46.2335164835	46.5806763285	0.5517787473751617	46.407096405999994
chr1	212617861	212617910	46.2335164835	46.5806763285	0.5517787473751617	46.407096405999994
